Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,relative_humidity,Trange,Year,Month,Week,Day,precip_7D_avg
2,2008-10-12,86,62,74.0,54,62,0.0,55,24,2008,10,41,12,0.16428571428571417
1,2008-10-13,77,61,69.0,58,63,0.0,72,16,2008,10,42,13,0.14142857142857126
2,2008-10-13,79,64,71.5,57,63,0.0,65,15,2008,10,42,13,0.16428571428571417
1,2008-10-14,69,53,61.0,43,51,0.0,39,16,2008,10,42,14,0.027142857142856976
2,2008-10-14,70,55,62.5,43,52,0.0,38,15,2008,10,42,14,0.04142857142857132
1,2008-10-15,63,47,55.0,50,53,0.3,79,16,2008,10,42,15,0.04285714285714269
2,2008-10-15,64,50,57.0,51,54,0.24,77,14,2008,10,42,15,0.03428571428571418
1,2008-10-16,59,43,51.0,38,44,0.0,33,16,2008,10,42,16,0.04285714285714269
2,2008-10-16,59,44,51.5,39,45,0.0,37,15,2008,10,42,16,0.03428571428571418
1,2008-10-17,57,43,50.0,39,44,0.0,40,14,2008,10,42,17,0.04285714285714269
2,2008-10-17,56,44,50.0,40,46,0.0,45,12,2008,10,42,17,0.03428571428571418
1,2008-10-18,60,43,51.5,40,45,0.05,42,17,2008,10,42,18,0.04999999999999983
2,2008-10-18,60,46,53.0,41,47,0.14,44,14,2008,10,42,18,0.05428571428571418
1,2008-10-19,62,40,51.0,37,45,0.0,27,22,2008,10,42,19,0.04999999999999983
2,2008-10-19,62,44,53.0,37,46,0.0,25,18,2008,10,42,19,0.05428571428571418
1,2008-10-20,55,43,49.0,42,46,0.18,60,12,2008,10,43,20,0.07571428571428554
2,2008-10-20,56,44,50.0,43,47,0.31,62,12,2008,10,43,20,0.09857142857142846
1,2008-10-21,55,38,46.5,35,42,0.0,21,17,2008,10,43,21,0.07571428571428554
2,2008-10-21,55,39,47.0,37,43,0.0,34,16,2008,10,43,21,0.09857142857142846
1,2008-10-22,52,35,43.5,30,40,0.0,-18,17,2008,10,43,22,0.03285714285714269
2,2008-10-22,54,40,47.0,29,40,0.0,-21,14,2008,10,43,22,0.06428571428571418
1,2008-10-23,58,41,49.5,36,44,0.16,24,17,2008,10,43,23,0.05571428571428554
2,2008-10-23,60,40,50.0,34,43,0.09,12,20,2008,10,43,23,0.07714285714285704
1,2008-10-24,54,44,49.0,44,47,0.32,71,10,2008,10,43,24,0.10142857142857127
2,2008-10-24,56,45,50.5,44,47,0.63,66,11,2008,10,43,24,0.16714285714285704
1,2008-10-25,53,43,48.0,40,44,0.0,51,10,2008,10,43,25,0.09428571428571411
2,2008-10-25,53,43,48.0,41,45,0.0,57,10,2008,10,43,25,0.14714285714285705
1,2008-10-26,56,37,46.5,32,41,0.0,0,19,2008,10,43,26,0.09428571428571411
2,2008-10-26,56,36,46.0,34,41,0.01,15,20,2008,10,43,26,0.1485714285714285
1,2008-10-27,47,33,40.0,27,35,0.0,-64,14,2008,10,44,27,0.06857142857142841
2,2008-10-27,47,34,40.5,28,35,0.0,-48,13,2008,10,44,27,0.10428571428571419
1,2008-10-28,45,31,38.0,23,33,0.0,-155,14,2008,10,44,28,0.06857142857142841
2,2008-10-28,45,32,38.5,23,33,0.0,-144,13,2008,10,44,28,0.10428571428571419
1,2008-10-29,51,32,41.5,24,34,0.0,-88,19,2008,10,44,29,0.06857142857142841
2,2008-10-29,51,33,42.0,25,35,0.0,-73,18,2008,10,44,29,0.10428571428571419
1,2008-10-30,62,31,46.5,32,41,0.0,0,31,2008,10,44,30,0.04571428571428555
2,2008-10-30,63,34,48.5,31,41,0.0,-6,29,2008,10,44,30,0.09142857142857133
1,2008-10-31,70,48,59.0,46,51,0.0,53,22,2008,10,44,31,0.0
2,2008-10-31,71,49,60.0,46,51,0.0,52,22,2008,10,44,31,0.0014285714285713347
1,2009-05-01,60,46,53.0,40,47,0.02,39,14,2009,5,18,1,0.0028571428571426906
2,2009-05-01,62,48,55.0,42,48,0.04,45,14,2009,5,18,1,0.007142857142857049
1,2009-05-02,66,44,55.0,33,45,0.0,5,22,2009,5,18,2,0.0028571428571426906
2,2009-05-02,65,45,55.0,34,46,0.0,9,20,2009,5,18,2,0.005714285714285621
1,2009-05-03,70,43,56.5,34,47,0.0,9,27,2009,5,18,3,0.0028571428571426906
2,2009-05-03,70,45,57.5,35,48,0.0,12,25,2009,5,18,3,0.005714285714285621
1,2009-05-04,70,43,56.5,34,47,0.0,9,27,2009,5,19,4,0.0028571428571426906
2,2009-05-04,70,49,59.5,36,48,0.0,15,21,2009,5,19,4,0.005714285714285621
1,2009-05-05,71,49,60.0,40,50,0.0,30,22,2009,5,19,5,0.0028571428571426906
2,2009-05-05,70,54,62.0,41,51,0.0,31,16,2009,5,19,5,0.005714285714285621
1,2009-05-06,75,51,63.0,51,55,0.67,63,24,2009,5,19,6,0.09857142857142841
2,2009-05-06,75,56,65.5,51,56,0.86,59,19,2009,5,19,6,0.12857142857142848
1,2009-05-07,77,56,66.5,52,57,0.19,60,21,2009,5,19,7,0.12571428571428553
2,2009-05-07,77,56,66.5,53,58,0.03,63,21,2009,5,19,7,0.13285714285714276
1,2009-05-08,77,53,65.0,53,58,0.02,65,24,2009,5,19,8,0.12571428571428553
2,2009-05-08,74,57,65.5,55,59,0.01,70,17,2009,5,19,8,0.12857142857142848
1,2009-05-09,63,46,54.5,44,48,0.0,55,17,2009,5,19,9,0.12571428571428553
2,2009-05-09,64,45,54.5,44,49,0.0,55,19,2009,5,19,9,0.12857142857142848
1,2009-05-10,67,40,53.5,39,46,0.0,34,27,2009,5,19,10,0.12571428571428553
2,2009-05-10,67,43,55.0,40,47,0.02,36,24,2009,5,19,10,0.13142857142857134
1,2009-05-11,61,39,50.0,35,44,0.0,17,22,2009,5,20,11,0.12571428571428553
2,2009-05-11,61,40,50.5,34,44,0.0,11,21,2009,5,20,11,0.13142857142857134
1,2009-05-12,71,39,55.0,34,47,0.0,9,32,2009,5,20,12,0.12571428571428553
2,2009-05-12,72,44,58.0,32,47,0.0,0,28,2009,5,20,12,0.13142857142857134
1,2009-05-13,70,53,61.5,56,58,0.55,82,17,2009,5,20,13,0.1085714285714284
2,2009-05-13,71,54,62.5,58,60,1.03,86,17,2009,5,20,13,0.15571428571428564
1,2009-05-14,68,53,60.5,44,52,0.0,44,15,2009,5,20,14,0.08142857142857125
2,2009-05-14,69,55,62.0,44,53,0.0,42,14,2009,5,20,14,0.15142857142857133
1,2009-05-15,61,52,56.5,51,54,0.39,79,9,2009,5,20,15,0.1342857142857141
2,2009-05-15,63,55,59.0,52,55,0.7,75,8,2009,5,20,15,0.24999999999999992
1,2009-05-16,62,45,53.5,40,49,0.0,38,17,2009,5,20,16,0.1342857142857141
2,2009-05-16,62,47,54.5,41,50,0.04,41,15,2009,5,20,16,0.2557142857142856
1,2009-05-17,63,39,51.0,27,42,0.0,-28,24,2009,5,20,17,0.1342857142857141
2,2009-05-17,59,41,50.0,28,42,0.0,-23,18,2009,5,20,17,0.2528571428571428
1,2009-05-18,66,40,53.0,33,45,0.0,5,26,2009,5,21,18,0.1342857142857141
2,2009-05-18,67,45,56.0,30,45,0.0,-9,22,2009,5,21,18,0.2528571428571428
1,2009-05-19,80,52,66.0,44,55,0.0,37,28,2009,5,21,19,0.1342857142857141
2,2009-05-19,80,54,67.0,43,54,0.0,33,26,2009,5,21,19,0.2528571428571428
1,2009-05-20,84,61,72.5,44,57,0.0,32,23,2009,5,21,20,0.05571428571428553
2,2009-05-20,85,61,73.0,43,57,0.0,29,24,2009,5,21,20,0.10571428571428562
1,2009-05-21,84,60,72.0,49,59,0.0,45,24,2009,5,21,21,0.05571428571428553
2,2009-05-21,85,60,72.5,48,59,0.0,42,25,2009,5,21,21,0.10571428571428562
1,2009-05-22,69,53,61.0,46,53,0.0,50,16,2009,5,21,22,0.0
2,2009-05-22,70,56,63.0,47,54,0.0,50,14,2009,5,21,22,0.005714285714285624
1,2009-05-23,80,50,65.0,50,57,0.0,56,30,2009,5,21,23,0.0
2,2009-05-23,79,55,67.0,51,58,0.0,56,24,2009,5,21,23,0.0
1,2009-05-24,71,55,63.0,46,53,0.0,47,16,2009,5,21,24,0.0
2,2009-05-24,70,56,63.0,47,54,0.0,50,14,2009,5,21,24,0.0
1,2009-05-25,67,54,60.5,43,51,0.04,40,13,2009,5,22,25,0.005714285714285524
2,2009-05-25,64,56,60.0,46,53,0.08,52,8,2009,5,22,25,0.01142857142857134
1,2009-05-26,74,53,63.5,51,55,1.73,62,21,2009,5,22,26,0.25285714285714267
2,2009-05-26,76,56,66.0,54,58,1.38,66,20,2009,5,22,26,0.20857142857142846
1,2009-05-27,73,55,64.0,58,60,0.02,82,18,2009,5,22,27,0.2557142857142855
2,2009-05-27,75,58,66.5,60,63,0.0,82,17,2009,5,22,27,0.20857142857142846
1,2009-05-28,62,54,58.0,51,54,0.0,74,8,2009,5,22,28,0.2557142857142855
2,2009-05-28,64,55,59.5,51,54,0.0,70,9,2009,5,22,28,0.20857142857142846
1,2009-05-29,74,50,62.0,49,55,0.0,58,24,2009,5,22,29,0.2557142857142855
2,2009-05-29,77,55,66.0,49,55,0.0,52,22,2009,5,22,29,0.20857142857142846
1,2009-05-30,79,50,64.5,46,54,0.0,45,29,2009,5,22,30,0.2557142857142855
2,2009-05-30,79,53,66.0,46,55,0.0,43,26,2009,5,22,30,0.20857142857142846
1,2009-05-31,73,45,59.0,41,50,0.0,35,28,2009,5,22,31,0.2557142857142855
2,2009-05-31,72,49,60.5,43,52,0.0,40,23,2009,5,22,31,0.20857142857142846
1,2009-06-01,78,51,64.5,53,57,0.44,66,27,2009,6,23,1,0.31285714285714267
2,2009-06-01,80,52,66.0,54,58,0.83,66,28,2009,6,23,1,0.31571428571428556
1,2009-06-02,60,48,54.0,46,50,0.12,65,12,2009,6,23,2,0.08285714285714267
2,2009-06-02,61,50,55.5,47,51,0.06,65,11,2009,6,23,2,0.12714285714285703
1,2009-06-03,61,43,52.0,39,46,0.0,36,18,2009,6,23,3,0.07999999999999982
2,2009-06-03,61,47,54.0,40,48,0.0,38,14,2009,6,23,3,0.12714285714285703
1,2009-06-04,68,42,55.0,37,48,0.0,23,26,2009,6,23,4,0.07999999999999982
2,2009-06-04,68,47,57.5,38,49,0.0,25,21,2009,6,23,4,0.12714285714285703
1,2009-06-05,79,44,61.5,44,54,0.0,42,35,2009,6,23,5,0.07999999999999982
2,2009-06-05,80,47,63.5,43,54,0.0,37,33,2009,6,23,5,0.12714285714285703
1,2009-06-06,63,51,57.0,45,50,0.02,53,12,2009,6,23,6,0.08285714285714267
2,2009-06-06,66,55,60.5,48,53,0.0,58,11,2009,6,23,6,0.12714285714285703
1,2009-06-07,73,52,62.5,53,57,0.04,70,21,2009,6,23,7,0.0885714285714284
2,2009-06-07,74,56,65.0,54,59,0.0,68,18,2009,6,23,7,0.12714285714285703
1,2009-06-08,80,52,66.0,60,63,0.45,83,28,2009,6,24,8,0.08999999999999983
2,2009-06-08,82,55,68.5,61,65,0.3,81,27,2009,6,24,8,0.05142857142857133
1,2009-06-09,67,55,61.0,53,56,0.0,74,12,2009,6,24,9,0.07285714285714269
2,2009-06-09,67,56,61.5,53,56,0.0,73,11,2009,6,24,9,0.04285714285714276
1,2009-06-10,67,54,60.5,49,53,0.01,61,13,2009,6,24,10,0.07428571428571411
2,2009-06-10,67,55,61.0,50,55,0.04,64,12,2009,6,24,10,0.048571428571428474
1,2009-06-11,64,53,58.5,51,54,0.01,73,11,2009,6,24,11,0.07571428571428554
2,2009-06-11,60,53,56.5,53,54,1.14,86,7,2009,6,24,11,0.2114285714285713
1,2009-06-12,74,49,61.5,49,55,0.0,59,25,2009,6,24,12,0.07571428571428554
2,2009-06-12,72,50,61.0,49,55,0.0,60,22,2009,6,24,12,0.2114285714285713
1,2009-06-13,68,54,61.0,51,55,0.33,67,14,2009,6,24,13,0.11999999999999982
2,2009-06-13,66,56,61.0,52,55,0.31,70,10,2009,6,24,13,0.2557142857142856
1,2009-06-14,77,51,64.0,48,57,0.0,52,26,2009,6,24,14,0.1142857142857141
2,2009-06-14,76,54,65.0,50,57,0.0,56,22,2009,6,24,14,0.2557142857142856
1,2009-06-15,81,53,67.0,49,58,0.0,51,28,2009,6,25,15,0.049999999999999815
2,2009-06-15,81,57,69.0,49,58,0.0,48,24,2009,6,25,15,0.21285714285714272
1,2009-06-16,71,59,65.0,55,60,1.23,71,12,2009,6,25,16,0.22571428571428553
2,2009-06-16,71,64,67.5,57,61,1.07,72,7,2009,6,25,16,0.3657142857142856
1,2009-06-17,71,61,66.0,59,62,0.0,81,10,2009,6,25,17,0.22428571428571412
2,2009-06-17,73,63,68.0,60,63,0.0,79,10,2009,6,25,17,0.3599999999999999
1,2009-06-18,80,61,70.5,63,67,0.12,82,19,2009,6,25,18,0.2399999999999998
2,2009-06-18,81,63,72.0,64,67,0.11,81,18,2009,6,25,18,0.21285714285714272
1,2009-06-19,86,65,75.5,67,69,3.97,82,21,2009,6,25,19,0.8071428571428569
2,2009-06-19,88,66,77.0,68,70,0.87,82,22,2009,6,25,19,0.337142857142857
1,2009-06-20,87,68,77.5,65,70,0.0,74,19,2009,6,25,20,0.7599999999999998
2,2009-06-20,88,69,78.5,65,70,0.0,73,19,2009,6,25,20,0.2928571428571427
1,2009-06-21,84,70,77.0,63,68,0.01,71,14,2009,6,25,21,0.7614285714285712
2,2009-06-21,86,71,78.5,64,69,0.0,71,15,2009,6,25,21,0.2928571428571427
1,2009-06-22,89,68,78.5,67,71,0.09,77,21,2009,6,26,22,0.774285714285714
2,2009-06-22,89,70,79.5,67,71,0.06,76,19,2009,6,26,22,0.30142857142857127
1,2009-06-23,94,71,82.5,69,73,0.0,75,23,2009,6,26,23,0.5985714285714282
2,2009-06-23,92,75,83.5,68,73,0.0,72,17,2009,6,26,23,0.1485714285714284
1,2009-06-24,94,75,84.5,68,73,0.04,71,19,2009,6,26,24,0.604285714285714
2,2009-06-24,93,73,83.0,68,73,0.78,73,20,2009,6,26,24,0.25999999999999984
1,2009-06-25,94,75,84.5,69,73,0.0,73,19,2009,6,26,25,0.5871428571428569
2,2009-06-25,93,76,84.5,68,73,0.0,71,17,2009,6,26,25,0.24428571428571413
1,2009-06-26,86,69,77.5,60,59,0.0,64,17,2009,6,26,26,0.019999999999999636
2,2009-06-26,86,72,79.0,61,67,0.0,64,14,2009,6,26,26,0.11999999999999984
1,2009-06-27,89,62,75.5,61,67,0.3,69,27,2009,6,26,27,0.06285714285714249
2,2009-06-27,90,67,78.5,60,67,0.05,63,23,2009,6,26,27,0.12714285714285697
1,2009-06-28,83,66,74.5,53,62,0.0,52,17,2009,6,26,28,0.06142857142857106
2,2009-06-28,83,68,75.5,53,62,0.0,51,15,2009,6,26,28,0.12714285714285697
1,2009-06-29,77,63,70.0,54,61,0.0,60,14,2009,6,27,29,0.0485714285714282
2,2009-06-29,78,65,71.5,54,61,0.0,58,13,2009,6,27,29,0.11857142857142842
1,2009-06-30,66,59,62.5,53,57,0.0,70,7,2009,6,27,30,0.0485714285714282
2,2009-06-30,68,61,64.5,53,58,0.0,66,7,2009,6,27,30,0.11857142857142842
1,2009-07-01,65,57,61.0,52,56,0.0,70,8,2009,7,27,1,0.04285714285714249
2,2009-07-01,65,57,61.0,54,57,0.02,77,8,2009,7,27,1,0.009999999999999851
1,2009-07-02,73,59,66.0,54,60,0.0,66,14,2009,7,27,2,0.04285714285714249
2,2009-07-02,73,60,66.5,55,60,0.0,68,13,2009,7,27,2,0.009999999999999851
1,2009-07-03,79,63,71.0,56,62,0.0,64,16,2009,7,27,3,0.04285714285714249
2,2009-07-03,79,62,70.5,56,62,0.0,64,17,2009,7,27,3,0.009999999999999851
1,2009-07-04,69,59,64.0,58,61,0.2,82,10,2009,7,27,4,0.02857142857142821
2,2009-07-04,69,63,66.0,58,62,0.12,78,6,2009,7,27,4,0.01999999999999985
1,2009-07-05,81,57,69.0,58,63,0.05,72,24,2009,7,27,5,0.03571428571428535
2,2009-07-05,82,61,71.5,59,64,0.03,70,21,2009,7,27,5,0.024285714285714136
1,2009-07-06,86,60,73.0,54,62,0.0,56,26,2009,7,28,6,0.03571428571428535
2,2009-07-06,85,63,74.0,54,63,0.0,55,22,2009,7,28,6,0.024285714285714136
1,2009-07-07,77,59,68.0,54,60,0.0,63,18,2009,7,28,7,0.03571428571428535
2,2009-07-07,76,65,70.5,55,61,0.0,62,11,2009,7,28,7,0.024285714285714136
1,2009-07-08,65,61,63.0,56,59,0.06,79,4,2009,7,28,8,0.04428571428571392
2,2009-07-08,68,62,65.0,55,59,0.17,71,6,2009,7,28,8,0.04571428571428556
1,2009-07-09,79,59,69.0,57,63,0.0,69,20,2009,7,28,9,0.04428571428571392
2,2009-07-09,80,63,71.5,58,64,0.0,68,17,2009,7,28,9,0.04571428571428556
1,2009-07-10,82,63,72.5,64,67,0.08,80,19,2009,7,28,10,0.05571428571428535
2,2009-07-10,84,67,75.5,65,68,0.12,78,17,2009,7,28,10,0.06285714285714271
1,2009-07-11,85,63,74.0,59,65,0.25,66,22,2009,7,28,11,0.06285714285714249
2,2009-07-11,85,68,76.5,60,67,1.12,65,17,2009,7,28,11,0.20571428571428557
1,2009-07-12,82,58,70.0,51,60,0.0,52,24,2009,7,28,12,0.05571428571428535
2,2009-07-12,82,60,71.0,50,60,0.0,48,22,2009,7,28,12,0.2014285714285713
1,2009-07-13,79,61,70.0,46,57,0.0,39,18,2009,7,29,13,0.05571428571428535
2,2009-07-13,78,66,72.0,48,59,0.0,42,12,2009,7,29,13,0.2014285714285713
1,2009-07-14,80,55,67.5,51,59,0.0,55,25,2009,7,29,14,0.05571428571428535
2,2009-07-14,81,60,70.5,49,60,0.0,46,21,2009,7,29,14,0.2014285714285713
1,2009-07-15,85,65,75.0,62,67,0.68,72,20,2009,7,29,15,0.14428571428571393
2,2009-07-15,86,67,76.5,62,67,0.32,70,19,2009,7,29,15,0.22285714285714273
1,2009-07-16,80,64,72.0,56,62,0.0,62,16,2009,7,29,16,0.14428571428571393
2,2009-07-16,82,65,73.5,57,63,0.17,62,17,2009,7,29,16,0.24714285714285703
1,2009-07-17,70,57,63.5,51,56,0.0,62,13,2009,7,29,17,0.1328571428571425
2,2009-07-17,70,58,64.0,52,57,0.0,64,12,2009,7,29,17,0.22999999999999984
1,2009-07-18,72,57,64.5,52,57,0.0,63,15,2009,7,29,18,0.0971428571428568
2,2009-07-18,73,58,65.5,52,58,0.0,62,15,2009,7,29,18,0.06999999999999984
1,2009-07-19,71,57,64.0,52,58,0.0,64,14,2009,7,29,19,0.0971428571428568
2,2009-07-19,73,60,66.5,53,59,0.0,63,13,2009,7,29,19,0.06999999999999984
1,2009-07-20,76,55,65.5,55,60,0.0,70,21,2009,7,30,20,0.0971428571428568
2,2009-07-20,76,59,67.5,56,61,0.0,69,17,2009,7,30,20,0.06999999999999984
1,2009-07-21,80,58,69.0,57,62,0.04,69,22,2009,7,30,21,0.10285714285714252
2,2009-07-21,82,64,73.0,56,63,0.0,61,18,2009,7,30,21,0.06999999999999984
1,2009-07-22,78,63,70.5,61,64,0.0,77,15,2009,7,30,22,0.005714285714285371
2,2009-07-22,79,66,72.5,59,64,0.0,69,13,2009,7,30,22,0.024285714285714126
1,2009-07-23,82,62,72.0,58,63,0.0,67,20,2009,7,30,23,0.005714285714285371
2,2009-07-23,79,63,71.0,60,64,0.1,74,16,2009,7,30,23,0.014285714285714127
1,2009-07-24,83,61,72.0,59,64,0.14,69,22,2009,7,30,24,0.025714285714285374
2,2009-07-24,83,62,72.5,60,65,0.19,71,21,2009,7,30,24,0.04142857142857127
1,2009-07-25,81,66,73.5,58,64,0.0,65,15,2009,7,30,25,0.025714285714285374
2,2009-07-25,81,66,73.5,59,65,0.0,67,15,2009,7,30,25,0.04142857142857127
1,2009-07-26,82,63,72.5,58,64,0.0,66,19,2009,7,30,26,0.025714285714285374
2,2009-07-26,82,64,73.0,59,65,0.0,68,18,2009,7,30,26,0.04142857142857127
1,2009-07-27,84,64,74.0,61,66,0.02,71,20,2009,7,31,27,0.028571428571428227
2,2009-07-27,84,66,75.0,61,67,0.03,70,18,2009,7,31,27,0.04571428571428556
1,2009-07-28,84,66,75.0,60,66,0.01,67,18,2009,7,31,28,0.024285714285713942
2,2009-07-28,86,68,77.0,62,67,0.01,69,18,2009,7,31,28,0.04714285714285699
1,2009-07-29,81,62,71.5,51,59,0.0,50,19,2009,7,31,29,0.024285714285713942
2,2009-07-29,79,66,72.5,52,61,0.0,52,13,2009,7,31,29,0.04714285714285699
1,2009-07-30,79,59,69.0,57,62,0.0,69,20,2009,7,31,30,0.024285714285713942
2,2009-07-30,80,65,72.5,57,63,0.0,64,15,2009,7,31,30,0.03285714285714271
1,2009-07-31,81,58,69.5,54,61,0.0,61,23,2009,7,31,31,0.004285714285713941
2,2009-07-31,82,62,72.0,55,62,0.0,60,20,2009,7,31,31,0.005714285714285565
1,2009-08-01,75,61,68.0,59,62,0.0,76,14,2009,8,31,1,0.004285714285713941
2,2009-08-01,75,63,69.0,59,63,0.01,75,12,2009,8,31,1,0.0071428571428569934
1,2009-08-02,78,57,67.5,51,59,0.0,55,21,2009,8,31,2,0.004285714285713941
2,2009-08-02,79,58,68.5,52,59,0.0,57,21,2009,8,31,2,0.0071428571428569934
1,2009-08-03,84,67,75.5,60,66,0.07,67,17,2009,8,32,3,0.011428571428571083
2,2009-08-03,86,68,77.0,61,66,0.06,67,18,2009,8,32,3,0.01142857142857128
1,2009-08-04,85,67,76.0,61,67,0.0,68,18,2009,8,32,4,0.009999999999999657
2,2009-08-04,86,69,77.5,63,68,0.0,70,17,2009,8,32,4,0.009999999999999853
1,2009-08-05,79,61,70.0,54,61,0.0,60,18,2009,8,32,5,0.009999999999999657
2,2009-08-05,79,66,72.5,56,63,0.0,61,13,2009,8,32,5,0.009999999999999853
1,2009-08-06,82,60,71.0,51,60,0.0,51,22,2009,8,32,6,0.009999999999999657
2,2009-08-06,81,62,71.5,51,60,0.0,50,19,2009,8,32,6,0.009999999999999853
1,2009-08-07,74,64,69.0,59,63,0.33,75,10,2009,8,32,7,0.057142857142856794
2,2009-08-07,74,67,70.5,59,63,0.23,72,7,2009,8,32,7,0.04285714285714271
1,2009-08-08,89,68,78.5,70,73,0.02,83,21,2009,8,32,8,0.05999999999999966
2,2009-08-08,89,69,79.0,70,73,0.08,82,20,2009,8,32,8,0.052857142857142714
1,2009-08-09,91,77,84.0,71,74,0.18,77,14,2009,8,32,9,0.08571428571428538
2,2009-08-09,92,77,84.5,72,75,0.02,78,15,2009,8,32,9,0.05571428571428557
1,2009-08-10,85,70,77.5,65,69,0.0,74,15,2009,8,33,10,0.07571428571428537
2,2009-08-10,86,71,78.5,66,70,0.0,75,15,2009,8,33,10,0.047142857142857
1,2009-08-11,82,62,72.0,61,66,0.0,74,20,2009,8,33,11,0.07571428571428537
2,2009-08-11,81,65,73.0,62,66,0.0,75,16,2009,8,33,11,0.047142857142857
1,2009-08-12,83,60,71.5,55,62,0.0,60,23,2009,8,33,12,0.07571428571428537
2,2009-08-12,82,63,72.5,56,63,0.0,61,19,2009,8,33,12,0.047142857142857
1,2009-08-13,86,60,73.0,55,63,0.0,58,26,2009,8,33,13,0.07571428571428537
2,2009-08-13,86,63,74.5,55,63,0.0,56,23,2009,8,33,13,0.047142857142857
1,2009-08-14,88,63,75.5,59,66,0.0,64,25,2009,8,33,14,0.028571428571428224
2,2009-08-14,88,67,77.5,59,66,0.0,62,21,2009,8,33,14,0.014285714285714143
1,2009-08-15,89,67,78.0,61,67,0.0,65,22,2009,8,33,15,0.025714285714285367
2,2009-08-15,89,70,79.5,61,68,0.0,64,19,2009,8,33,15,0.002857142857142715
1,2009-08-16,88,70,79.0,67,70,0.63,76,18,2009,8,33,16,0.08999999999999966
2,2009-08-16,90,71,80.5,68,71,0.27,76,19,2009,8,33,16,0.03857142857142843
1,2009-08-17,83,70,76.5,68,70,0.33,82,13,2009,8,34,17,0.13714285714285682
2,2009-08-17,83,71,77.0,68,71,0.59,82,12,2009,8,34,17,0.1228571428571427
1,2009-08-18,83,65,74.0,59,65,0.0,66,18,2009,8,34,18,0.13714285714285682
2,2009-08-18,84,66,75.0,61,66,0.0,70,18,2009,8,34,18,0.1228571428571427
1,2009-08-19,83,59,71.0,60,65,0.35,74,24,2009,8,34,19,0.18714285714285683
2,2009-08-19,81,64,72.5,62,66,0.61,76,17,2009,8,34,19,0.20999999999999983
1,2009-08-20,78,64,71.0,61,65,0.07,76,14,2009,8,34,20,0.19714285714285684
2,2009-08-20,79,64,71.5,61,65,0.12,75,15,2009,8,34,20,0.227142857142857
1,2009-08-21,73,59,66.0,58,61,0.16,78,14,2009,8,34,21,0.2199999999999997
2,2009-08-21,74,59,66.5,58,61,0.05,77,15,2009,8,34,21,0.23428571428571415
1,2009-08-22,68,57,62.5,52,56,0.0,67,11,2009,8,34,22,0.2199999999999997
2,2009-08-22,69,58,63.5,52,57,0.0,65,11,2009,8,34,22,0.23428571428571415
1,2009-08-23,74,56,65.0,53,58,0.0,65,18,2009,8,34,23,0.1299999999999997
2,2009-08-23,73,58,65.5,55,59,0.0,70,15,2009,8,34,23,0.19571428571428556
1,2009-08-24,79,54,66.5,56,61,0.0,71,25,2009,8,35,24,0.08285714285714255
2,2009-08-24,79,57,68.0,57,62,0.0,71,22,2009,8,35,24,0.1114285714285713
1,2009-08-25,83,59,71.0,61,65,0.0,76,24,2009,8,35,25,0.08285714285714255
2,2009-08-25,82,61,71.5,61,65,0.0,75,21,2009,8,35,25,0.1114285714285713
1,2009-08-26,73,62,67.5,62,64,0.93,86,11,2009,8,35,26,0.16571428571428543
2,2009-08-26,72,64,68.0,64,65,0.54,90,8,2009,8,35,26,0.10142857142857128
1,2009-08-27,67,61,64.0,60,61,0.95,88,6,2009,8,35,27,0.2914285714285711
2,2009-08-27,67,62,64.5,61,63,1.19,90,5,2009,8,35,27,0.2542857142857141
1,2009-08-28,68,60,64.0,61,62,0.22,91,8,2009,8,35,28,0.2999999999999997
2,2009-08-28,71,61,66.0,61,63,0.28,86,10,2009,8,35,28,0.287142857142857
1,2009-08-29,69,56,62.5,51,56,0.02,64,13,2009,8,35,29,0.30285714285714255
2,2009-08-29,69,56,62.5,52,57,0.01,67,13,2009,8,35,29,0.28857142857142837
1,2009-08-30,66,51,58.5,47,52,0.0,58,15,2009,8,35,30,0.30285714285714255
2,2009-08-30,66,51,58.5,47,53,0.0,58,15,2009,8,35,30,0.28857142857142837
1,2009-08-31,68,49,58.5,44,52,0.0,47,19,2009,8,36,31,0.30285714285714255
2,2009-08-31,67,49,58.0,44,52,0.0,48,18,2009,8,36,31,0.28857142857142837
1,2009-09-01,72,47,59.5,47,53,0.0,56,25,2009,9,36,1,0.30285714285714255
2,2009-09-01,71,50,60.5,49,55,0.0,61,21,2009,9,36,1,0.28857142857142837
1,2009-09-02,73,50,61.5,50,56,0.0,63,23,2009,9,36,2,0.16999999999999968
2,2009-09-02,72,53,62.5,51,56,0.0,64,19,2009,9,36,2,0.21142857142857124
1,2009-09-03,75,56,65.5,54,59,0.0,67,19,2009,9,36,3,0.03428571428571397
2,2009-09-03,75,57,66.0,55,60,0.0,69,18,2009,9,36,3,0.041428571428571245
1,2009-09-04,75,54,64.5,54,59,0.0,69,21,2009,9,36,4,0.0028571428571425384
2,2009-09-04,75,58,66.5,55,60,0.0,68,17,2009,9,36,4,0.0014285714285712395
1,2009-09-05,78,54,66.0,57,61,0.0,75,24,2009,9,36,5,0.0
2,2009-09-05,78,57,67.5,57,62,0.0,72,21,2009,9,36,5,0.0
1,2009-09-06,77,61,69.0,59,63,0.03,75,16,2009,9,36,6,0.004285714285713967
2,2009-09-06,77,66,71.5,59,64,0.0,70,11,2009,9,36,6,0.0
